command_count,session_duration_seconds,failed_login_attempts,unique_commands,login_attempts,files_accessed,suspicious_command_count,port_number,canary_triggered,bytes_sent,bytes_received,actual_label,predicted_anomaly,threat_score,threat_level
22,263,8,7,4,3,1,22,0,24718,7925,1,-1,50.15,Medium
21,144,1,4,1,2,1,80,0,4154,12932,0,1,43.94,Medium
11,452,5,14,2,4,1,22,0,5027,5419,0,1,46.92,Medium
18,154,3,6,7,5,1,80,0,13896,35297,0,1,42.95,Medium
18,108,1,12,3,4,0,22,0,1994,3935,0,1,43.09,Medium
14,356,6,7,5,6,2,22,0,48696,48500,0,-1,55.86,Medium
27,164,1,8,5,6,0,443,0,29919,14536,0,-1,53.77,Medium
21,70,2,9,3,3,0,22,0,639,16076,0,1,41.55,Medium
18,455,1,8,5,3,3,8080,0,1263,89794,0,-1,57.61,Medium
15,239,3,7,4,1,0,22,0,4472,10985,0,1,41.44,Medium
15,56,3,10,3,6,2,22,0,2577,12618,0,1,40.62,Medium
16,87,5,8,7,3,3,443,0,2903,12207,0,1,42.57,Medium
15,521,3,8,8,3,2,22,0,2280,30953,0,1,43.44,Medium
17,351,3,12,3,1,3,22,0,822,942,0,1,43.62,Medium
13,334,3,9,4,6,1,22,0,10492,7650,1,1,41.03,Medium
14,186,2,8,2,4,0,22,0,4332,18536,0,1,42,Medium
9,338,0,8,8,2,3,22,0,1098,12408,0,1,47.82,Medium
17,238,3,6,4,3,1,443,0,22039,64684,0,1,47.38,Medium
20,135,1,11,3,6,3,22,0,2617,4194,0,1,42.16,Medium
29,155,4,5,7,4,0,22,0,8028,16297,0,1,46.39,Medium
10,119,7,11,5,7,1,22,0,2432,3222,1,1,47.29,Medium
18,566,1,9,4,5,2,443,0,1179,6090,0,1,45.37,Medium
20,734,1,13,4,5,3,22,0,1962,977,1,1,47.57,Medium
10,72,2,7,3,2,2,22,0,1762,12463,1,1,41.99,Medium
17,63,2,9,5,4,3,22,0,2443,4548,0,1,39.12,Medium
15,146,4,8,6,2,2,443,0,2931,30559,1,1,42.06,Medium
21,224,2,6,3,8,2,22,0,2442,6827,0,1,40.99,Medium
30,215,2,10,1,2,4,22,0,11163,3210,0,-1,50.18,Medium
28,192,1,6,3,4,2,443,0,1274,9441,0,1,47.32,Medium
23,263,2,5,5,5,0,80,0,10617,1939,0,1,42.57,Medium
16,337,2,8,2,6,2,22,0,5203,9881,0,1,40.96,Medium
16,234,2,8,3,3,1,22,1,8841,8822,0,-1,51.61,Medium
20,432,2,5,8,5,3,22,0,1967,1558,0,1,42.39,Medium
18,219,2,7,6,2,2,80,0,3086,7077,0,1,38.58,Medium
15,83,2,8,2,1,2,22,0,5114,11373,0,1,41.83,Medium
25,237,1,14,7,4,2,22,0,2553,61936,1,1,49.77,Medium
16,197,3,14,5,3,4,22,0,4869,17160,0,1,43.89,Medium
18,142,3,9,2,4,0,22,0,41330,6447,0,-1,50.21,Medium
16,272,1,10,6,4,4,80,0,2554,7370,0,1,42.18,Medium
20,286,4,10,3,4,3,22,0,2629,2971,1,1,39.92,Medium
21,104,3,7,2,5,4,80,0,6211,1850,0,1,41.76,Medium
15,32,3,9,3,4,1,22,0,3628,1863,0,1,40.26,Medium
20,106,3,15,3,5,2,22,0,1633,1443,0,1,45.15,Medium
14,130,2,7,4,1,3,80,0,1884,33455,0,1,42.65,Medium
32,383,5,7,5,5,2,80,1,2505,5564,1,-1,57.28,Medium
10,465,3,1,7,7,1,8080,0,616,19320,0,-1,58.8,Medium
23,121,4,12,9,4,2,80,0,1742,23782,0,1,43.82,Medium
15,19,4,9,3,3,3,22,0,8562,11870,1,1,41.82,Medium
16,100,1,6,5,4,0,80,0,4149,13821,0,1,41.84,Medium
17,190,2,10,7,6,5,22,0,1423,18765,0,1,43.05,Medium
14,231,4,9,10,3,4,22,0,2853,4380,0,1,44.18,Medium
17,332,3,7,8,2,2,22,0,7646,6756,0,1,40.44,Medium
16,119,5,5,4,5,1,22,0,4496,31828,0,1,40.87,Medium
17,142,5,6,4,4,0,22,0,2925,5163,0,1,40.23,Medium
20,221,2,7,3,6,2,22,0,2485,3670,1,1,38.63,Medium
18,85,8,7,3,3,0,22,0,3504,5134,0,1,47.01,Medium
17,67,5,5,7,1,4,22,0,4757,8160,0,1,43.59,Medium
17,177,3,6,3,5,1,22,0,6814,5408,0,1,38.59,Medium
21,128,1,11,5,5,3,22,0,22061,142963,0,-1,53.13,Medium
18,186,4,5,5,7,4,443,0,1360,8748,0,1,43.34,Medium
17,127,4,8,3,5,3,22,0,3555,8606,1,1,38.95,Medium
15,306,6,2,9,5,3,22,0,2079,8022,0,1,46.53,Medium
20,204,3,4,6,2,2,22,0,417,4578,0,1,39.55,Medium
22,244,4,11,6,3,5,443,0,2460,17476,0,1,45.59,Medium
15,151,1,10,6,3,1,22,0,540,4228,0,1,39.97,Medium
23,175,8,7,4,10,1,22,0,5084,16072,1,1,48.34,Medium
12,161,3,2,4,4,1,22,0,751,994,0,1,43.38,Medium
21,114,2,9,5,1,2,443,0,1646,7527,0,1,42.55,Medium
15,506,3,5,3,4,4,22,0,7303,17251,0,1,44.24,Medium
14,215,2,8,6,2,0,22,0,2566,15651,0,1,40.58,Medium
16,503,1,9,6,2,1,22,0,361,7170,0,1,44.05,Medium
17,506,2,7,3,3,2,22,0,1900,2513,0,1,40.84,Medium
14,106,3,8,7,5,3,80,0,2089,22851,0,1,40.24,Medium
19,215,5,14,6,2,6,443,0,10604,26745,1,-1,52.12,Medium
14,155,3,9,7,3,3,22,0,12421,5468,0,1,41.16,Medium
14,165,2,9,5,4,2,443,0,2540,83718,0,1,44.78,Medium
19,280,3,7,4,2,0,22,0,996,34574,0,1,41.35,Medium
15,249,1,5,11,2,1,22,0,1594,10970,0,1,45.27,Medium
17,172,6,5,3,7,1,443,0,2003,4780,0,1,44.8,Medium
21,226,3,7,2,6,1,80,0,39312,11932,0,-1,50.1,Medium
17,86,3,9,3,2,5,22,0,1106,11241,0,1,42.97,Medium
23,113,4,8,4,6,0,80,0,1351,2101,0,1,40.91,Medium
13,277,5,9,6,4,3,80,0,263,44220,0,1,43,Medium
23,57,1,12,5,5,2,80,0,4838,1075,0,1,44.14,Medium
16,531,3,7,5,4,3,22,0,9043,197637,0,-1,50.75,Medium
18,220,4,10,5,3,1,22,0,1543,36902,0,1,40.29,Medium
19,86,2,8,10,4,1,80,0,13049,9211,0,1,43.52,Medium
23,151,1,8,6,4,0,22,0,5441,1358,0,1,42.07,Medium
11,251,5,6,5,5,2,22,0,5346,13152,0,1,41.94,Medium
15,116,3,8,7,5,3,22,0,1654,16680,0,1,39.65,Medium
19,165,7,8,6,4,3,22,0,19461,10924,0,1,46.55,Medium
12,114,3,11,3,5,2,443,0,13678,14385,0,1,45.13,Medium
20,122,7,2,6,6,0,80,0,8288,7579,0,1,48.25,Medium
22,186,6,8,5,3,0,22,0,2689,1015,0,1,42.98,Medium
16,213,2,2,3,7,0,22,0,5545,13821,0,1,44.51,Medium
24,260,2,6,4,6,3,443,0,1146,1245,0,1,43.34,Medium
17,499,6,8,5,5,2,443,0,3302,2188,0,1,45.08,Medium
23,476,3,3,2,3,0,22,0,2995,7535,0,1,46.54,Medium
12,94,2,9,3,1,1,22,0,8222,16266,0,1,42.89,Medium
17,391,5,9,5,4,4,80,0,5925,1269,0,1,42.68,Medium
15,242,4,9,5,4,3,443,0,1733,8485,0,1,41.16,Medium
22,168,2,7,3,8,2,22,0,2978,1398,0,1,41.46,Medium
18,234,5,10,5,6,2,22,0,889,4332,1,1,39.39,Medium
21,336,2,9,9,7,2,443,0,5995,14678,0,1,44.26,Medium
21,106,1,7,7,0,2,80,0,5075,31769,0,1,45.56,Medium
27,47,5,8,2,1,1,22,1,2822,1770,1,-1,56.13,Medium
28,208,4,13,10,6,1,22,0,2077,5613,0,1,49.88,Medium
17,141,5,5,7,6,2,22,0,3132,2707,0,1,39.78,Medium
15,292,1,5,4,2,3,80,1,1874,13347,1,-1,53.94,Medium
15,346,3,12,8,2,1,22,0,5682,16470,0,1,43,Medium
18,32,3,7,6,3,3,22,0,1385,20173,0,1,40.19,Medium
21,193,8,11,6,6,1,22,0,3505,14201,0,1,47.13,Medium
20,5,4,8,3,2,2,22,0,1737,5335,0,1,40.68,Medium
12,141,2,7,7,3,0,22,1,3365,593,1,-1,54.52,Medium
27,273,5,9,4,5,3,443,0,1718,6111,0,1,45.55,Medium
20,146,4,8,7,1,1,80,0,751,30167,0,1,42.66,Medium
20,540,2,9,7,2,1,22,0,9154,3809,0,1,43.96,Medium
11,237,7,8,5,3,2,80,0,6490,1927,0,1,45.51,Medium
13,391,1,7,2,5,3,22,0,2524,1568,0,1,44.09,Medium
14,223,1,8,3,10,2,22,0,8663,69460,1,-1,50.3,Medium
18,137,2,6,6,8,1,22,0,3420,4720,0,1,40.94,Medium
18,167,1,6,7,1,3,22,0,2403,4796,0,1,42.36,Medium
20,226,6,9,5,7,2,22,0,152,4490,0,1,41.94,Medium
22,228,3,6,4,2,0,8080,0,8345,184,0,-1,54.55,Medium
21,277,3,10,3,6,2,22,0,8729,2103,0,1,40.62,Medium
23,321,3,12,6,6,3,22,0,241,2136,0,1,41.91,Medium
20,286,3,9,8,1,0,22,0,715,9734,0,1,43.28,Medium
17,295,3,6,2,3,2,22,0,1245,1275,0,1,39.5,Medium
22,292,2,5,6,2,2,22,0,1614,1490,0,1,40.1,Medium
21,204,2,8,6,0,4,22,0,13464,33117,0,1,47.05,Medium
15,209,3,9,8,8,3,443,0,822,23938,1,1,45.06,Medium
20,520,3,3,4,3,1,22,0,5779,23070,0,1,43.92,Medium
26,101,3,6,6,3,3,80,0,4158,41445,0,1,43.85,Medium
17,94,5,7,8,3,1,443,0,7222,4022,0,1,41.73,Medium
20,97,6,3,10,4,2,80,0,1063,2482,0,1,46.32,Medium
23,116,2,3,6,4,1,22,0,2872,5897,0,1,40.81,Medium
17,251,3,10,4,4,2,22,0,2289,2085,1,1,38.22,Medium
16,234,2,5,5,6,4,22,0,3151,29699,0,1,41.8,Medium
22,155,3,7,4,0,3,80,0,4511,3201,0,1,42.06,Medium
22,361,2,14,2,3,3,22,0,926,12582,0,1,45.8,Medium
16,309,1,10,4,4,0,22,0,14855,4322,0,1,42.93,Medium
9,182,1,4,8,4,1,80,0,1123,7524,0,1,45.65,Medium
13,307,2,8,5,8,2,22,0,1847,19179,1,1,41.61,Medium
14,340,4,7,6,3,0,22,0,5822,3254,0,1,41.79,Medium
21,125,5,5,5,3,1,443,0,5001,589,0,1,41.78,Medium
13,297,3,8,6,3,3,22,0,962,847,1,1,39.98,Medium
16,163,4,8,5,5,4,22,0,2462,1094,0,1,39.83,Medium
13,407,3,8,6,3,6,22,0,14549,4940,0,1,48.47,Medium
21,232,3,12,9,4,4,443,0,15217,32133,0,-1,50.18,Medium
23,89,3,7,4,2,2,443,0,10028,108436,0,1,48.28,Medium
14,182,0,7,4,7,2,22,0,2340,38004,0,1,45.03,Medium
17,451,5,5,4,5,2,22,0,3603,4355,1,1,40.21,Medium
26,493,3,5,3,5,2,80,0,1621,329986,0,-1,52.09,Medium
19,201,2,8,7,4,5,8080,0,507,10354,1,-1,54.23,Medium
19,155,5,4,2,3,2,443,0,1828,11659,1,1,43.54,Medium
14,289,1,10,8,1,2,22,0,3754,5914,0,1,43.51,Medium
24,205,4,7,3,4,0,80,0,4339,8708,0,1,41.88,Medium
20,142,7,9,5,5,2,22,0,3691,2765,1,1,42.59,Medium
25,289,3,10,5,2,3,443,0,2121,7149,0,1,44.23,Medium
11,451,4,7,4,4,2,22,0,2450,3029,0,1,41.66,Medium
20,114,2,11,7,2,0,22,0,1134,3204,0,1,41.91,Medium
17,154,1,2,3,8,0,80,0,4574,8711,0,1,48,Medium
15,379,6,5,6,2,1,22,0,631,3408,0,1,42.44,Medium
14,73,3,14,2,4,3,443,0,5226,4862,0,1,47.65,Medium
14,172,1,8,3,5,1,22,0,2111,7789,0,1,40.14,Medium
18,314,2,11,1,2,1,22,0,3826,13946,0,1,42.96,Medium
16,166,2,8,4,4,2,8080,0,1096,18575,0,-1,50.67,Medium
16,74,5,5,6,3,0,22,1,1896,9342,1,-1,52.95,Medium
20,253,3,7,5,1,4,80,0,2570,22587,0,1,42.4,Medium
18,128,2,3,8,5,1,443,0,16618,55757,0,1,49.28,Medium
17,56,1,10,10,2,2,22,0,17040,16748,0,1,47.6,Medium
11,150,2,13,4,7,2,80,1,12492,11986,1,-1,55.12,Medium
15,513,3,11,5,3,1,8080,0,5379,17777,0,-1,54.87,Medium
16,441,8,7,5,3,1,443,1,484,6327,1,-1,58.06,Medium
16,144,8,9,3,3,2,22,0,5370,4381,0,1,44.68,Medium
21,213,4,12,5,6,1,22,0,6055,13098,0,1,40.42,Medium
16,225,3,2,8,3,2,22,0,1511,8250,0,1,42.44,Medium
24,45,2,9,3,1,1,22,0,1546,3819,0,1,42.42,Medium
20,277,0,7,5,7,2,443,0,21129,8049,0,-1,51.18,Medium
10,337,1,8,4,6,1,22,0,2798,29198,1,1,44.85,Medium
15,261,1,8,5,4,2,22,0,14749,3516,0,1,40.81,Medium
15,181,2,7,7,4,0,22,0,3017,9999,0,1,40.32,Medium
19,262,3,8,4,3,2,22,0,8968,14461,0,1,38.43,Medium
20,208,1,6,8,5,2,22,1,2195,12011,1,-1,53.15,Medium
15,225,2,7,3,5,2,22,0,2058,496,0,1,38.66,Medium
26,231,4,10,4,5,2,8080,0,9832,4271,1,-1,54.27,Medium
19,301,3,5,5,2,2,22,0,30744,12855,0,1,46.12,Medium
11,16,5,7,3,5,4,22,0,1720,3845,1,1,44.88,Medium
20,126,2,10,1,2,2,22,1,3795,32215,0,-1,55.68,Medium
19,404,3,10,6,4,0,80,0,4208,30641,0,1,43.58,Medium
26,379,0,8,6,4,1,22,0,2185,7292,0,1,45.68,Medium
22,57,2,3,5,2,2,22,1,7247,24187,1,-1,54.4,Medium
15,112,4,5,1,4,2,22,0,7531,4531,0,1,41.39,Medium
15,123,3,4,7,6,1,22,0,3839,59355,0,1,44.34,Medium
26,197,5,7,4,3,4,22,0,16584,12163,0,1,45.8,Medium
21,321,5,10,4,0,2,443,0,9841,9124,0,1,46.52,Medium
21,211,4,9,5,4,4,22,0,12071,24644,0,1,41.55,Medium
18,135,2,12,4,2,1,443,0,5191,15735,0,1,42.59,Medium
24,179,3,6,13,2,1,22,0,8790,2257,0,1,48.84,Medium
18,179,3,8,7,5,1,22,0,1714,9627,0,1,38.23,Medium
18,255,1,6,6,5,5,8080,1,8744,17563,1,-1,62.75,High
14,302,4,6,4,4,2,22,0,1170,54240,0,1,41.1,Medium
19,371,0,7,2,2,1,80,1,2064,1294,1,-1,56.8,Medium
21,81,3,7,7,3,2,8080,0,5744,41603,0,-1,53.33,Medium
19,241,2,8,5,7,4,22,0,4697,64968,0,1,44.55,Medium
17,157,2,2,3,4,2,80,0,2837,31692,0,1,42.78,Medium
17,253,5,13,7,2,2,8080,0,6592,9866,0,-1,55.59,Medium
21,130,3,9,3,3,2,22,0,2033,1674,0,1,38.4,Medium
18,69,1,6,5,5,0,22,0,353,11096,0,1,42.26,Medium
21,109,3,3,3,5,3,80,0,1243,11453,0,1,41.81,Medium
14,149,4,8,1,8,1,22,0,4422,3229,0,1,43.49,Medium
21,252,1,7,13,3,4,443,0,1452,7806,0,-1,50.98,Medium
19,107,1,9,8,3,2,22,0,15540,3614,0,1,42.69,Medium
22,397,5,4,6,1,2,22,0,3782,1597,0,1,43.64,Medium
21,156,2,7,1,1,0,22,0,4464,17370,0,1,44.28,Medium
25,519,0,8,4,3,1,443,0,11886,6963,0,-1,50.23,Medium
20,344,1,9,3,3,3,80,0,7721,1207,0,1,42.74,Medium
17,299,3,10,2,6,2,22,0,2317,7851,1,1,40.16,Medium
16,276,3,6,5,1,1,80,0,3261,3030,0,1,39.65,Medium
8,35,8,3,3,2,0,22,0,1623,21185,1,-1,54.23,Medium
16,153,1,8,7,8,0,22,0,34131,9174,0,-1,51.79,Medium
10,310,7,8,3,2,1,22,1,11086,46835,1,-1,60.55,High
12,235,2,6,4,3,0,22,0,2509,12090,0,1,41.08,Medium
17,223,3,6,4,9,1,8080,0,1566,17840,0,-1,54.13,Medium
18,152,1,8,9,7,5,80,0,4305,3549,0,1,46.89,Medium
21,68,1,7,2,4,0,22,0,3312,5100,0,1,43.23,Medium
20,64,5,8,4,3,1,80,0,4038,4473,0,1,39.99,Medium
21,122,3,3,4,4,1,22,0,362,4755,0,1,40.92,Medium
16,104,4,13,5,4,2,8080,0,1632,3036,0,-1,53.89,Medium
14,233,0,8,4,2,1,22,0,5035,10135,0,1,42.52,Medium
15,98,1,15,10,3,2,22,0,5896,19872,0,1,48.5,Medium
17,300,2,6,10,5,2,8080,0,1194,9464,0,-1,53.39,Medium
22,106,3,8,9,2,3,443,1,577,104038,1,-1,58.93,Medium
26,102,2,12,1,3,1,80,0,30761,4198,0,-1,52.63,Medium
21,91,2,9,4,7,1,22,0,10724,4314,1,1,41.1,Medium
21,99,5,9,2,7,0,80,0,736,4427,0,1,44.37,Medium
24,317,7,8,6,3,1,443,0,1407,2092,0,1,46.08,Medium
24,57,2,9,6,1,0,22,0,21015,81852,0,-1,52.95,Medium
23,95,4,9,5,3,0,22,0,790,19994,0,1,41.51,Medium
34,101,5,7,5,2,1,22,0,2450,3469,0,1,44.63,Medium
18,179,1,9,4,2,6,80,0,7135,24443,1,1,47.25,Medium
23,159,7,8,8,2,3,8080,0,2398,11467,0,-1,57.59,Medium
25,40,5,8,5,5,3,22,0,3598,49950,0,1,46.42,Medium
12,147,3,8,4,6,2,22,0,731,185460,0,-1,50.09,Medium
21,118,6,8,4,4,1,22,0,1048,5144,0,1,40.69,Medium
20,162,5,5,3,4,1,22,0,1093,5577,0,1,40.05,Medium
15,185,0,11,3,2,1,22,0,3638,2757,0,1,44.15,Medium
10,248,3,4,6,1,2,22,0,3684,2186,0,1,43.62,Medium
24,122,4,8,5,5,1,22,0,35733,50750,0,-1,50.56,Medium
15,119,6,12,6,1,5,80,0,4594,1768,1,1,48.85,Medium
9,220,3,8,3,4,1,22,0,434,4000,0,1,42.22,Medium
17,274,2,4,5,4,2,22,0,10027,890,0,1,39.8,Medium
19,52,3,7,4,2,2,80,0,3255,10107,0,1,38.95,Medium
16,328,7,6,6,4,1,80,0,14895,6518,0,1,45.86,Medium
20,978,2,9,4,4,1,22,0,5423,20671,0,1,46.09,Medium
18,166,2,5,5,7,2,8080,0,13077,4915,0,-1,52.16,Medium
15,211,6,9,1,4,4,443,0,616,536,1,1,47.33,Medium
13,363,5,8,1,3,1,22,0,4691,13225,0,1,43.59,Medium
17,698,3,12,3,6,3,22,0,1652,3201,0,1,44.62,Medium
19,333,5,9,3,4,3,22,0,7244,24032,1,1,41.98,Medium
15,373,2,9,7,5,0,8080,0,2791,2608,0,-1,54.66,Medium
21,145,7,7,4,7,3,22,0,4435,24824,0,1,44.65,Medium
19,442,3,6,4,5,2,22,0,2666,5168,0,1,39.01,Medium
24,358,3,9,8,2,4,443,0,1117,2199,0,1,46.7,Medium
21,523,4,4,9,4,2,80,0,2258,4703,0,1,44.78,Medium
25,312,4,12,7,3,2,22,0,1522,4811,0,1,42.16,Medium
14,151,3,3,5,2,1,80,0,15240,21857,0,1,43.64,Medium
22,126,3,8,5,3,5,80,0,8836,944,0,1,42.9,Medium
17,283,1,9,5,3,3,22,0,12400,8104,0,1,41.31,Medium
21,213,4,2,9,2,1,443,0,2195,8043,0,1,47.16,Medium
19,196,1,10,8,7,2,443,0,6510,1932,0,1,44.83,Medium
19,155,2,9,5,4,1,22,0,25208,12668,0,1,43.67,Medium
18,435,4,6,3,5,3,22,0,988,419,0,1,41.39,Medium
22,137,1,10,4,4,2,22,0,7073,11372,0,1,40.48,Medium
12,28,1,7,5,1,3,22,0,364,37841,0,1,46.16,Medium
22,165,6,4,4,4,0,22,0,7953,3409,0,1,43.54,Medium
15,282,5,11,6,5,3,22,0,2133,2848,0,1,40.9,Medium
18,68,2,7,7,6,0,22,0,4862,50101,0,1,44.72,Medium
23,75,3,8,5,5,2,443,0,1514,1009,0,1,41.61,Medium
15,284,1,7,8,8,3,8080,0,2135,35693,0,-1,58.35,Medium
22,116,2,4,5,5,0,80,0,12741,4443,0,1,43.02,Medium
13,551,3,15,3,5,2,8080,0,2537,1810,0,-1,58.92,Medium
10,107,1,13,8,6,0,22,0,2044,5213,0,1,48.15,Medium
23,153,2,6,6,0,0,22,0,3083,2388,0,1,43.28,Medium
24,124,1,16,10,5,5,22,0,11992,4722,0,-1,56.73,Medium
11,380,1,12,6,9,2,22,0,2656,556,0,1,48.05,Medium
15,124,3,1,4,0,4,22,0,1204,2764,0,1,46.94,Medium
18,82,2,5,6,4,1,22,0,7967,445,0,1,39.85,Medium
23,80,5,12,5,6,3,22,0,9901,15198,0,1,43.24,Medium
19,210,2,13,6,3,3,443,0,2634,10402,0,1,43.37,Medium
21,97,2,4,9,4,3,22,0,10685,43073,0,1,45.7,Medium
14,446,1,7,3,2,3,22,0,971,49314,0,1,45.8,Medium
22,65,7,12,5,5,7,22,0,8706,7305,1,-1,51.43,Medium
16,77,4,3,7,6,1,22,0,1888,5384,0,1,42.55,Medium
17,235,0,12,6,3,2,22,0,2980,35738,0,1,46.07,Medium
23,371,4,9,5,6,3,22,0,2709,4547,1,1,40.47,Medium
11,112,5,12,5,2,1,22,0,17241,18076,0,1,46.15,Medium
19,390,1,12,6,8,2,22,0,1058,12736,0,1,44.77,Medium
22,245,2,8,4,4,3,22,0,4156,5494,0,1,39.62,Medium
23,167,2,14,1,3,2,22,0,661,12335,0,1,45.21,Medium
11,208,5,8,3,4,0,80,0,6402,1654,0,1,43.98,Medium
13,172,5,9,10,6,3,22,0,1367,33993,0,1,45.69,Medium
20,331,3,7,5,4,1,22,0,1290,2896,0,1,38.67,Medium
23,300,1,5,3,1,1,8080,0,17285,5852,0,-1,57.83,Medium
13,615,3,11,3,7,0,443,0,13826,22155,0,-1,51.72,Medium
20,111,2,11,1,1,6,22,0,6642,74289,0,-1,54.61,Medium
25,122,6,9,6,4,4,22,0,2858,21039,1,1,44.82,Medium
18,525,5,5,3,4,3,22,1,2423,157136,1,-1,57.49,Medium
19,232,2,10,7,4,4,22,1,3755,64222,1,-1,55.72,Medium
11,267,1,7,4,3,2,22,0,4815,20918,0,1,42,Medium
18,212,1,10,5,5,4,443,1,1655,2329,1,-1,54.96,Medium
22,121,3,12,5,1,1,80,0,8173,13242,0,1,42.9,Medium
21,430,2,6,5,5,1,443,0,50,47537,0,1,44.52,Medium
25,294,5,10,5,2,2,443,0,1527,6496,0,1,44.8,Medium
16,197,2,7,7,1,2,80,0,3999,2987,0,1,41.11,Medium
17,664,1,11,5,3,7,22,0,2765,9545,0,-1,50.7,Medium
19,215,4,10,3,4,3,22,0,10473,1622,0,1,40.3,Medium
25,148,8,9,3,3,3,80,0,1022,55258,0,-1,50.88,Medium
18,286,1,5,8,5,3,443,0,1089,4702,0,1,45.28,Medium
16,101,5,9,9,2,5,22,0,2402,15554,0,1,45.08,Medium
12,243,6,14,4,4,3,22,0,4585,32636,0,1,48.17,Medium
16,24,5,10,2,2,0,22,0,1834,1536,0,1,45.04,Medium
18,59,6,7,5,5,2,22,0,13505,10535,0,1,41.86,Medium
13,36,2,5,2,7,1,22,0,1229,324,0,1,43.85,Medium
16,200,3,8,4,3,2,80,0,1628,29122,0,1,38.98,Medium
17,137,6,12,6,8,4,22,0,465,4484,1,1,46.29,Medium
13,379,3,8,3,3,0,22,0,1536,3573,0,1,41.94,Medium
17,376,3,6,9,7,1,22,0,3470,76025,0,1,45.96,Medium
18,131,4,6,6,3,3,22,0,1504,5310,0,1,38.56,Medium
15,224,2,3,4,1,4,22,0,7924,13389,0,1,43.97,Medium
22,303,2,12,5,3,0,22,0,1331,2157,0,1,42.52,Medium
17,28,1,13,3,5,1,22,0,14348,77,0,1,46.48,Medium
17,180,1,7,10,6,6,22,0,5776,446,0,-1,50.11,Medium
16,164,4,5,5,7,3,443,0,1153,21864,0,1,42.31,Medium
18,167,2,8,9,4,0,80,0,1696,29291,0,1,42.06,Medium
25,349,1,9,4,4,3,22,0,3183,7885,1,1,43.39,Medium
22,456,4,6,5,3,1,80,0,11713,23429,0,1,41.88,Medium
12,226,2,14,3,3,5,8080,0,6094,18046,1,-1,59.36,Medium
17,11,1,6,2,4,1,80,0,2581,27604,0,1,44.39,Medium
16,147,2,11,5,5,3,22,0,11885,14854,0,1,41.2,Medium
17,225,5,10,2,3,1,22,0,1006,6628,0,1,40.73,Medium
19,307,4,6,5,3,1,22,0,13485,2407,0,1,39.59,Medium
26,164,2,5,7,3,3,22,0,1991,6643,0,1,42.68,Medium
11,71,2,4,6,6,2,443,1,15248,5032,1,-1,57.13,Medium
19,128,4,7,10,5,1,22,0,4425,62695,0,1,44.44,Medium
9,181,1,8,5,3,5,443,1,4279,4258,1,-1,58.37,Medium
14,115,4,7,5,7,0,443,0,3113,10484,0,1,43.1,Medium
21,236,2,7,3,6,3,22,0,653,3724,0,1,40.04,Medium
15,145,4,6,8,7,4,22,0,1698,2463,1,1,41.87,Medium
10,233,0,5,5,4,2,22,0,551,27595,0,1,46.08,Medium
17,89,2,7,6,2,1,80,0,4537,9195,0,1,38.95,Medium
13,580,3,8,6,2,2,443,0,793,24440,0,1,46.47,Medium
21,44,3,4,4,4,2,22,0,6112,130325,0,1,46.94,Medium
17,150,1,11,6,1,1,22,0,9915,25595,0,1,44.07,Medium
18,496,2,9,6,3,4,22,0,6375,53809,0,1,45.76,Medium
21,195,3,8,4,4,2,22,0,2679,35250,0,1,39.39,Medium
19,499,4,8,5,0,5,80,0,6072,1564,0,1,47.63,Medium
16,195,7,12,9,4,3,80,0,3374,1970,1,1,47.95,Medium
22,456,3,6,11,5,1,22,0,3979,7631,0,1,45.19,Medium
17,402,3,6,4,8,2,80,1,488,4022,1,-1,52.47,Medium
19,861,0,7,1,5,0,22,0,10481,8576,0,-1,54.83,Medium
19,55,1,8,9,2,0,80,0,3544,3848,0,1,44.86,Medium
19,89,3,4,5,4,5,8080,0,4764,6659,1,-1,54.2,Medium
22,126,4,4,6,3,1,80,0,829,3296,0,1,39.98,Medium
18,373,6,3,6,5,1,22,0,1775,991,0,1,43.09,Medium
12,164,1,6,6,2,4,22,0,4479,4186,0,1,42.63,Medium
19,127,2,7,8,0,2,22,0,37367,31457,0,-1,51.97,Medium
14,97,2,6,4,4,4,443,0,8211,6367,0,1,43.49,Medium
20,218,2,9,3,9,2,80,0,4181,21316,0,1,43.16,Medium
23,168,4,6,4,4,3,22,0,3571,4168,0,1,38.9,Medium
24,533,5,10,7,4,4,80,0,258,21062,0,1,47.73,Medium
12,55,2,7,8,3,2,22,0,9487,2520,0,1,42.19,Medium
16,86,4,7,9,8,1,22,0,12355,28931,0,1,46.53,Medium
19,336,4,5,5,3,4,8080,0,2148,6694,0,-1,54.75,Medium
17,344,2,14,8,1,4,8080,0,10328,12223,0,-1,59.42,Medium
12,202,1,9,3,3,4,22,0,2633,15903,0,1,42.45,Medium
17,312,3,7,5,5,4,22,0,2073,29244,0,1,40.93,Medium
22,209,0,5,1,2,3,22,0,2144,18289,0,1,46.25,Medium
21,291,4,6,6,3,2,22,0,6124,8823,0,1,38.87,Medium
20,59,6,7,3,3,3,443,0,1089,1789,0,1,45.71,Medium
13,173,0,7,2,2,4,22,0,1388,3105,0,1,45.67,Medium
15,52,1,7,7,3,1,22,0,2587,1675,0,1,41.21,Medium
21,165,4,16,6,3,2,22,0,1256,21391,1,1,45,Medium
24,277,4,16,6,5,3,443,0,4353,9232,0,1,47.87,Medium
17,129,5,9,3,6,0,22,0,2619,12093,1,1,41.55,Medium
