ip_address,command_count,session_duration_seconds,failed_login_attempts,unique_commands,login_attempts,files_accessed,suspicious_command_count,port_number,protocol,canary_triggered,honeypot_type,bytes_sent,bytes_received,actual_label,threat_score
192.168.160.173,15,206,1,5,2,7,2,443,HTTPS,0,Cowrie-SSH,168,3126,0,49
192.168.101.137,27,209,4,9,5,4,4,443,SSH,0,Cowrie-SSH,1350,3367,0,47
192.168.250.148,20,525,2,9,3,2,0,443,HTTPS,0,Cowrie-SSH,4706,20106,0,19
192.168.144.126,17,124,2,9,6,3,2,443,HTTP,0,Web-Honeypot,6136,61307,0,48
192.168.32.118,21,157,4,10,4,1,2,443,SSH,0,Web-Honeypot,649,4175,1,57
192.168.54.176,8,347,0,7,6,4,3,22,HTTP,0,Cowrie-SSH,3848,2317,0,30
192.168.255.220,18,427,1,6,4,4,0,22,HTTP,0,Cowrie-SSH,14021,15110,0,32
192.168.111.125,23,317,2,7,4,5,2,80,HTTP,0,Web-Honeypot,14734,2448,0,41
192.168.145.128,17,79,3,6,4,4,1,80,SSH,0,Cowrie-SSH,11386,6265,0,38
192.168.60.127,16,164,4,5,5,7,3,443,SSH,0,Cowrie-SSH,1153,21864,0,37
192.168.239.22,13,294,5,5,2,3,2,22,SSH,0,Web-Honeypot,1943,7351,0,30
192.168.186.93,18,456,3,9,5,2,2,22,SSH,0,Web-Honeypot,680,13339,0,33
192.168.175.27,18,146,5,7,4,4,3,80,HTTPS,0,Cowrie-SSH,8489,2703,0,43
192.168.75.87,18,168,1,14,9,6,3,8080,SSH,0,Cowrie-SSH,2649,2143,0,38
192.168.34.82,18,282,1,13,3,3,1,22,SSH,0,Cowrie-SSH,15668,10007,0,28
192.168.250.57,15,188,5,7,3,4,4,8080,HTTP,0,Cowrie-SSH,13160,7535,0,46
192.168.113.252,19,133,3,9,2,6,3,8080,HTTP,0,Fake-Admin-Panel,841,7525,0,40
192.168.83.143,28,373,2,4,5,3,1,22,SSH,0,Cowrie-SSH,2263,43705,0,33
192.168.37.188,14,165,2,6,10,2,4,22,HTTP,0,Cowrie-SSH,1358,8787,0,41
192.168.185.55,27,450,3,4,8,9,2,22,SSH,0,Cowrie-SSH,10833,30099,0,50
192.168.114.15,16,336,2,4,8,3,5,22,SSH,0,Web-Honeypot,7938,2633,0,36
192.168.141.232,20,248,5,11,5,1,1,22,HTTPS,0,Cowrie-SSH,1792,28838,0,41
192.168.189.96,35,543,5,11,8,5,0,22,HTTPS,0,Cowrie-SSH,6893,9130,1,59
192.168.103.186,21,284,4,10,8,6,3,22,HTTP,0,Cowrie-SSH,3777,10432,1,50
192.168.236.143,17,157,2,2,3,4,2,80,SSH,0,Fake-Admin-Panel,2837,31692,0,21
192.168.88.35,19,560,5,5,4,6,4,80,SSH,0,Web-Honeypot,5238,4649,0,42
192.168.9.89,22,87,5,3,6,0,0,80,HTTP,0,Cowrie-SSH,4594,75609,0,27
192.168.226.101,19,333,5,9,3,4,3,22,SSH,0,Web-Honeypot,7244,24032,1,53
192.168.11.149,19,69,3,15,4,7,2,22,SSH,0,Fake-Admin-Panel,13067,12488,1,51
192.168.22.153,19,53,1,8,7,3,3,80,HTTP,0,Cowrie-SSH,1325,8905,0,32
192.168.80.202,19,205,4,5,8,6,2,22,SSH,0,Fake-Admin-Panel,5221,7014,0,34
192.168.183.172,13,89,6,9,3,2,2,22,HTTP,0,Cowrie-SSH,1988,2111,0,33
192.168.161.191,16,503,1,9,6,2,1,22,HTTPS,0,Cowrie-SSH,361,7170,0,37
192.168.56.252,20,449,1,5,3,6,1,22,SSH,0,Cowrie-SSH,7363,12285,0,19
192.168.237.81,34,155,4,10,5,0,2,22,HTTP,0,Cowrie-SSH,5991,7208,0,34
192.168.92.15,12,54,4,7,8,3,2,80,SSH,0,Cowrie-SSH,244,1914,0,44
192.168.125.175,19,76,5,5,3,3,1,443,HTTP,0,Cowrie-SSH,846,1694,0,36
192.168.84.11,22,403,7,6,5,2,2,443,HTTP,0,Fake-Admin-Panel,3347,6752,0,27
192.168.225.156,15,128,3,4,3,2,1,22,SSH,0,Web-Honeypot,5752,1074,0,23
192.168.242.185,16,263,2,8,4,4,2,22,HTTPS,0,Web-Honeypot,1498,6298,0,11
192.168.93.48,20,139,0,6,5,3,3,80,SSH,0,Cowrie-SSH,5406,3925,0,32
192.168.228.251,21,198,3,6,5,9,3,8080,SSH,0,Web-Honeypot,9439,12498,0,37
192.168.103.151,15,363,1,10,4,2,2,22,HTTPS,0,Cowrie-SSH,344,22912,0,39
192.168.67.33,20,123,1,8,5,6,2,22,SSH,0,Fake-Admin-Panel,1820,6245,1,53
192.168.163.36,15,135,3,6,5,2,2,80,SSH,0,Web-Honeypot,11980,12308,0,34
192.168.19.124,18,386,2,12,5,4,0,80,SSH,0,Web-Honeypot,22942,2974,0,25
192.168.176.86,17,150,4,4,7,5,3,22,SSH,0,Web-Honeypot,3907,551,0,44
192.168.97.198,11,387,1,4,6,3,2,443,SSH,0,Cowrie-SSH,1305,12300,0,48
192.168.177.101,19,390,6,11,5,2,1,443,HTTP,0,Cowrie-SSH,21894,14234,1,51
192.168.236.66,18,140,2,14,8,8,0,8080,SSH,0,Fake-Admin-Panel,1824,33193,0,50
192.168.24.108,24,422,1,6,6,5,0,80,HTTPS,0,Web-Honeypot,10830,14695,0,27
192.168.219.35,12,63,3,8,7,2,3,22,HTTPS,0,Cowrie-SSH,8201,1207,0,24
192.168.160.135,14,488,1,2,4,1,3,22,SSH,0,Cowrie-SSH,2576,50516,0,38
192.168.111.179,21,150,3,5,10,3,2,22,SSH,0,Cowrie-SSH,819,47960,0,34
192.168.93.201,20,347,4,6,6,5,1,22,HTTP,0,Cowrie-SSH,1511,22546,0,38
192.168.202.115,12,147,3,8,4,6,2,22,SSH,0,Cowrie-SSH,731,185460,0,31
192.168.27.50,27,238,2,7,7,3,3,443,SSH,0,Cowrie-SSH,988,54514,0,47
192.168.71.119,17,298,1,4,10,4,0,443,SSH,0,Fake-Admin-Panel,1682,2318,0,18
192.168.43.84,15,112,6,10,6,4,3,22,HTTP,0,Web-Honeypot,2404,3308,0,39
192.168.125.97,16,37,1,12,9,2,2,80,HTTPS,0,Fake-Admin-Panel,9412,1083,0,49
192.168.140.108,19,227,5,10,6,1,1,22,HTTP,0,Fake-Admin-Panel,746,8880,1,56
192.168.255.192,19,46,1,4,4,4,1,443,HTTPS,0,Web-Honeypot,1207,19490,0,45
192.168.86.156,23,128,3,9,5,5,2,22,HTTP,0,Cowrie-SSH,6202,5352,0,42
192.168.226.233,24,288,5,8,5,4,3,22,SSH,1,Fake-Admin-Panel,4278,24130,1,85
192.168.29.39,18,365,0,6,4,0,3,443,HTTPS,0,Web-Honeypot,1405,5945,0,33
192.168.146.118,12,729,2,7,5,6,3,80,HTTP,0,Web-Honeypot,2748,3761,0,39
192.168.54.6,21,104,1,8,6,6,1,22,HTTP,0,Cowrie-SSH,2566,14800,0,25
192.168.169.61,16,43,2,10,6,6,2,22,HTTP,1,Cowrie-SSH,6300,4980,1,67
192.168.166.253,18,268,5,5,6,5,1,22,SSH,0,Web-Honeypot,3675,4017,1,54
192.168.90.134,17,497,2,9,4,5,5,80,HTTP,0,Web-Honeypot,2587,2954,0,49
192.168.115.237,15,204,0,12,7,3,0,80,HTTP,0,Cowrie-SSH,4765,3718,0,30
192.168.227.240,18,660,4,7,8,2,0,22,HTTPS,0,Cowrie-SSH,637,1383,0,21
192.168.114.26,21,103,3,11,6,4,0,22,HTTPS,0,Cowrie-SSH,6601,35600,0,27
192.168.222.232,11,393,3,5,6,4,2,80,HTTP,0,Cowrie-SSH,817,12127,0,34
192.168.29.103,19,351,1,5,5,1,1,80,SSH,0,Cowrie-SSH,8220,4613,0,38
192.168.226.123,21,238,3,6,5,3,2,443,SSH,0,Cowrie-SSH,2202,1284,0,28
192.168.109.187,21,107,3,9,8,2,5,22,SSH,0,Web-Honeypot,10307,5462,0,33
192.168.199.233,21,129,7,7,8,4,2,8080,HTTPS,0,Cowrie-SSH,2320,5981,0,40
192.168.117.69,19,558,3,6,6,7,5,22,SSH,0,Fake-Admin-Panel,16212,8677,1,54
192.168.120.141,19,431,4,9,5,1,3,80,HTTP,0,Fake-Admin-Panel,4413,1043,0,33
192.168.170.145,18,123,3,7,6,1,3,22,SSH,0,Cowrie-SSH,4730,9889,0,36
192.168.4.221,16,205,3,11,8,3,1,22,SSH,0,Cowrie-SSH,1774,3442,0,41
192.168.49.67,19,58,5,7,5,2,2,22,SSH,0,Web-Honeypot,4493,3194,0,49
192.168.149.132,18,162,2,7,2,5,5,80,HTTP,1,Cowrie-SSH,798,15152,1,62
192.168.29.84,19,215,1,6,4,6,3,80,HTTPS,0,Web-Honeypot,1892,3368,0,35
192.168.119.1,11,153,1,13,10,4,0,22,SSH,0,Cowrie-SSH,1252,3932,0,23
192.168.25.220,14,257,3,10,8,5,2,80,SSH,0,Cowrie-SSH,39865,72385,1,53
192.168.224.111,20,318,3,9,7,5,1,80,SSH,0,Cowrie-SSH,5741,8181,0,25
192.168.33.150,15,115,3,8,5,8,0,22,SSH,0,Web-Honeypot,4182,27182,0,40
192.168.125.231,15,242,4,9,5,4,3,443,SSH,0,Web-Honeypot,1733,8485,0,34
192.168.205.32,15,163,3,7,2,2,1,22,SSH,0,Web-Honeypot,3004,10695,0,36
192.168.36.75,10,167,2,7,6,5,0,22,HTTPS,0,Fake-Admin-Panel,338,32792,0,29
192.168.40.122,20,222,2,14,4,4,2,22,HTTP,0,Cowrie-SSH,723,14918,0,45
192.168.89.29,16,473,3,9,5,5,3,22,SSH,0,Cowrie-SSH,2848,4100,0,41
192.168.163.95,15,133,3,11,5,8,2,22,SSH,0,Fake-Admin-Panel,2418,71803,0,28
192.168.140.188,17,188,1,8,6,1,1,80,SSH,0,Web-Honeypot,1454,3056,0,27
192.168.10.102,18,521,1,7,3,4,3,80,SSH,0,Web-Honeypot,3998,4192,0,27
192.168.195.149,21,317,5,8,9,5,1,22,HTTP,0,Cowrie-SSH,1791,14140,0,39
192.168.171.179,22,165,3,7,5,2,4,22,HTTP,0,Cowrie-SSH,6299,1205,0,44
192.168.56.138,17,206,5,5,8,4,1,22,SSH,0,Cowrie-SSH,7725,7301,0,41
192.168.103.188,17,455,3,10,4,4,0,443,SSH,0,Cowrie-SSH,4237,3272,0,23
192.168.45.55,21,333,5,11,3,2,3,80,SSH,0,Cowrie-SSH,1010,8544,1,52
192.168.155.111,13,178,2,6,5,1,1,22,SSH,0,Web-Honeypot,8594,6034,0,27
192.168.67.220,21,339,2,19,5,4,0,443,HTTPS,1,Cowrie-SSH,3552,42128,1,61
192.168.163.140,16,397,1,4,7,3,1,22,SSH,0,Web-Honeypot,2846,34938,0,42
192.168.251.39,13,373,2,7,5,5,1,22,HTTPS,0,Cowrie-SSH,4583,2772,0,26
192.168.214.177,16,195,7,12,9,4,3,80,SSH,0,Cowrie-SSH,3374,1970,1,56
192.168.147.116,18,128,2,8,3,3,1,8080,SSH,0,Web-Honeypot,5323,2623,0,44
192.168.138.207,15,384,2,11,7,3,2,22,HTTP,0,Fake-Admin-Panel,1483,5134,0,24
192.168.91.111,18,150,0,8,3,3,1,80,SSH,0,Cowrie-SSH,2336,7886,0,24
192.168.5.244,28,51,5,9,4,5,5,8080,SSH,0,Cowrie-SSH,1398,1268,0,49
192.168.101.195,15,189,2,8,3,9,1,8080,SSH,0,Cowrie-SSH,2532,1233,0,34
192.168.223.156,22,481,2,10,3,3,2,443,SSH,0,Fake-Admin-Panel,831,12463,0,31
192.168.42.130,26,117,2,13,7,3,3,443,SSH,0,Fake-Admin-Panel,1869,973,0,38
192.168.155.252,31,417,2,9,5,5,1,80,SSH,0,Web-Honeypot,1196,2368,0,38
192.168.186.3,19,89,5,6,2,2,2,22,SSH,0,Cowrie-SSH,340,35170,0,44
192.168.243.145,15,280,2,7,2,2,3,80,HTTP,0,Cowrie-SSH,4386,2095,0,28
192.168.221.167,19,64,5,4,5,8,6,443,HTTPS,0,Web-Honeypot,8665,35601,1,59
192.168.169.57,22,15,3,6,6,4,2,22,HTTP,0,Cowrie-SSH,1465,3072,0,27
192.168.177.125,19,161,0,10,5,4,2,22,HTTPS,0,Fake-Admin-Panel,2708,24066,0,35
192.168.151.125,20,438,3,9,3,2,3,22,SSH,0,Cowrie-SSH,2061,22667,0,25
192.168.132.70,22,481,1,11,3,7,2,80,HTTP,0,Cowrie-SSH,2193,17236,0,37
192.168.191.171,16,210,3,5,8,8,1,22,SSH,0,Cowrie-SSH,2417,19641,0,41
192.168.143.97,19,348,1,10,1,1,1,443,SSH,0,Cowrie-SSH,621,12042,0,17
192.168.80.169,10,115,1,12,2,1,3,22,HTTP,0,Cowrie-SSH,2251,7804,0,25
192.168.239.122,18,63,1,6,8,7,4,22,HTTP,0,Cowrie-SSH,741,18763,0,50
192.168.19.236,23,140,4,10,6,4,2,80,SSH,1,Web-Honeypot,2494,7690,1,70
192.168.61.54,21,352,4,12,4,5,3,80,SSH,0,Web-Honeypot,783,4196,0,37
192.168.113.5,21,43,1,12,5,4,1,80,SSH,0,Web-Honeypot,1970,3607,1,51
192.168.71.235,20,344,4,8,5,3,2,22,SSH,0,Cowrie-SSH,1467,11906,1,59
192.168.209.161,14,224,4,12,3,5,1,22,SSH,0,Cowrie-SSH,2107,2622,0,27
192.168.72.131,21,178,1,10,4,8,7,22,HTTPS,0,Cowrie-SSH,5345,492,0,45
192.168.165.32,15,349,1,8,7,6,3,22,HTTP,0,Web-Honeypot,2250,8713,0,40
192.168.160.36,13,128,2,8,7,3,0,8080,HTTP,0,Fake-Admin-Panel,2016,5049,0,38
192.168.236.88,18,126,7,6,5,5,2,443,SSH,0,Fake-Admin-Panel,3123,5703,0,44
192.168.143.142,11,146,3,7,9,4,2,22,HTTPS,0,Cowrie-SSH,4153,3131,0,24
192.168.178.114,20,321,5,4,6,2,1,22,SSH,0,Cowrie-SSH,737,34411,0,30
192.168.160.152,16,330,4,11,4,3,1,22,HTTPS,0,Cowrie-SSH,3781,7836,0,38
192.168.105.51,16,376,4,4,6,1,5,8080,SSH,0,Fake-Admin-Panel,3676,13851,0,43
192.168.118.8,18,142,5,7,7,6,4,80,SSH,0,Cowrie-SSH,694,92983,1,60
192.168.128.79,14,448,6,8,4,2,1,22,HTTPS,0,Cowrie-SSH,4939,42456,0,36
192.168.222.56,17,95,2,3,7,2,4,443,SSH,0,Web-Honeypot,11903,2885,0,40
192.168.142.59,15,155,4,6,6,5,3,80,SSH,0,Web-Honeypot,14340,5365,0,43
192.168.108.74,24,144,3,9,3,4,1,80,SSH,0,Web-Honeypot,1711,5147,0,7
192.168.9.37,21,102,4,3,7,3,1,22,HTTPS,0,Cowrie-SSH,707,4695,0,41
192.168.67.110,20,163,8,9,5,3,2,443,SSH,0,Web-Honeypot,1595,1903,0,47
192.168.114.186,19,66,2,6,7,0,2,22,HTTPS,0,Web-Honeypot,10017,7840,0,40
192.168.195.51,17,386,5,3,5,2,3,22,SSH,0,Cowrie-SSH,3576,62630,0,38
192.168.52.60,24,328,4,9,1,5,0,22,SSH,0,Cowrie-SSH,3250,3507,0,35
192.168.131.113,17,192,3,8,2,5,2,22,HTTP,0,Cowrie-SSH,397,552,0,36
192.168.61.118,12,462,3,13,6,3,4,443,SSH,0,Cowrie-SSH,948,12036,0,20
192.168.130.122,15,64,5,8,8,3,1,22,SSH,0,Web-Honeypot,1350,24017,0,31
192.168.37.83,16,179,6,6,5,2,2,443,SSH,0,Fake-Admin-Panel,2640,11474,0,31
192.168.156.98,21,211,4,9,5,4,4,22,HTTP,0,Fake-Admin-Panel,12071,24644,0,37
192.168.194.170,28,141,4,10,5,5,1,22,SSH,0,Fake-Admin-Panel,6955,3426,0,43
192.168.150.123,15,174,2,9,6,9,0,80,HTTPS,1,Cowrie-SSH,2003,3822,1,68
192.168.43.137,6,361,3,14,6,7,3,80,SSH,0,Cowrie-SSH,12770,13873,0,49
192.168.228.85,13,181,0,8,5,6,3,443,HTTP,0,Fake-Admin-Panel,5661,1186,0,29
192.168.233.87,25,431,2,6,3,6,4,22,HTTP,0,Cowrie-SSH,1526,50225,0,42
192.168.53.168,16,189,2,7,4,3,2,22,SSH,0,Web-Honeypot,9385,6786,0,9
192.168.245.139,19,217,3,9,4,4,3,22,HTTP,0,Cowrie-SSH,17051,30194,0,26
192.168.111.129,20,188,3,6,6,4,0,22,SSH,0,Cowrie-SSH,3117,72340,0,26
192.168.175.39,9,244,0,8,7,3,2,443,SSH,0,Web-Honeypot,12060,33512,0,42
192.168.171.121,21,231,6,8,5,8,3,80,HTTPS,0,Cowrie-SSH,1185,412,0,44
192.168.100.12,26,521,2,6,5,3,2,8080,HTTP,0,Fake-Admin-Panel,122,6861,0,40
192.168.193.209,12,211,6,9,1,2,1,22,HTTP,0,Fake-Admin-Panel,10021,25158,0,33
192.168.253.130,16,141,5,5,3,1,1,22,HTTPS,0,Cowrie-SSH,1635,7832,0,31
192.168.174.108,16,262,1,8,7,6,2,22,HTTPS,0,Web-Honeypot,6550,656860,0,34
192.168.175.239,13,390,2,5,7,3,0,80,HTTP,0,Cowrie-SSH,10799,22717,0,27
192.168.166.34,22,284,3,9,12,2,3,22,SSH,0,Cowrie-SSH,5937,26762,0,32
192.168.35.182,16,179,3,9,4,5,1,22,HTTP,0,Cowrie-SSH,2622,13359,0,50
192.168.245.149,12,178,2,10,6,3,0,8080,HTTPS,0,Fake-Admin-Panel,17894,9374,0,30
192.168.126.41,25,165,5,5,5,3,1,80,SSH,0,Cowrie-SSH,11357,976,0,37
192.168.77.99,21,157,3,9,5,6,1,80,SSH,0,Cowrie-SSH,889,2182,0,34
192.168.209.206,16,123,0,8,5,7,4,80,SSH,0,Fake-Admin-Panel,960,2661,0,41
192.168.41.32,10,39,3,14,4,2,4,80,SSH,1,Cowrie-SSH,505,44260,1,64
192.168.225.127,23,335,7,5,7,3,0,80,SSH,0,Cowrie-SSH,2145,4675,0,46
192.168.15.162,14,157,3,9,5,1,2,22,HTTPS,0,Web-Honeypot,456,3531,0,39
192.168.48.113,24,124,4,7,6,7,5,22,SSH,0,Cowrie-SSH,12204,3475,0,38
192.168.33.96,12,185,2,5,5,2,5,22,SSH,0,Cowrie-SSH,2207,1043,0,49
192.168.194.214,27,456,6,11,6,3,2,443,HTTP,0,Cowrie-SSH,4954,10440,0,44
192.168.73.110,28,265,3,10,1,4,3,443,SSH,0,Web-Honeypot,842,2811,0,39
192.168.128.139,20,775,4,8,3,7,2,22,SSH,0,Cowrie-SSH,419,18307,0,50
192.168.13.215,14,77,4,9,5,4,0,22,SSH,0,Cowrie-SSH,1732,6245,0,41
192.168.7.128,23,158,2,6,7,3,0,80,SSH,0,Web-Honeypot,6838,917,0,24
192.168.237.215,21,195,2,6,4,5,3,80,HTTP,0,Web-Honeypot,5056,56257,0,20
192.168.92.175,23,107,4,9,4,5,3,80,SSH,0,Web-Honeypot,1095,1320,0,39
192.168.219.18,9,681,0,3,5,3,2,22,HTTP,0,Cowrie-SSH,1716,19639,0,42
192.168.205.79,23,240,0,9,7,3,3,22,HTTPS,0,Web-Honeypot,2950,62162,0,32
192.168.234.81,16,139,2,11,1,5,3,80,SSH,0,Cowrie-SSH,7562,18431,0,36
192.168.64.88,21,666,2,13,4,3,2,22,SSH,0,Cowrie-SSH,1537,4372,0,38
192.168.45.64,16,153,1,8,7,8,0,22,HTTP,0,Cowrie-SSH,34131,9174,0,31
192.168.55.221,13,472,1,9,7,6,3,80,SSH,0,Cowrie-SSH,1880,34675,0,39
192.168.102.4,19,272,2,8,5,7,5,80,HTTP,0,Web-Honeypot,29758,3060,1,55
192.168.182.224,29,82,6,9,5,9,2,22,HTTPS,0,Cowrie-SSH,4435,31424,1,51
192.168.64.234,22,311,2,13,5,4,0,22,SSH,0,Cowrie-SSH,2865,12604,0,33
192.168.209.200,19,48,2,5,5,6,2,80,SSH,1,Cowrie-SSH,737,21452,1,69
192.168.121.242,19,200,7,8,5,6,0,22,HTTP,0,Cowrie-SSH,3284,4153,0,47
192.168.228.5,24,197,3,6,4,5,2,80,HTTP,0,Cowrie-SSH,1596,7425,0,44
192.168.62.110,20,122,7,2,6,6,0,80,SSH,0,Cowrie-SSH,8288,7579,0,38
192.168.77.121,20,171,4,8,5,7,1,22,HTTP,0,Web-Honeypot,13025,2927,0,42
192.168.181.213,15,433,2,10,5,7,2,22,SSH,0,Web-Honeypot,2229,5511,0,41
192.168.229.24,17,148,2,10,4,3,1,80,SSH,0,Cowrie-SSH,4143,2893,0,37
192.168.175.171,24,193,1,7,3,6,3,22,SSH,0,Cowrie-SSH,9282,1782,0,28
192.168.18.127,20,997,3,15,5,5,2,22,SSH,0,Web-Honeypot,1515,3202,1,54
192.168.192.218,23,231,0,9,4,7,2,22,SSH,0,Cowrie-SSH,4925,1843,0,45
192.168.134.29,21,162,0,9,8,3,2,22,HTTP,0,Web-Honeypot,4652,22050,0,13
192.168.53.173,24,260,3,7,6,5,3,22,HTTP,0,Cowrie-SSH,1326,11337,0,40
192.168.170.241,24,226,4,8,5,5,1,22,HTTPS,0,Fake-Admin-Panel,7174,6272,0,46
192.168.229.213,20,151,6,9,6,5,2,22,HTTP,0,Web-Honeypot,2635,57194,0,25
192.168.24.138,24,128,2,5,8,1,2,22,HTTP,0,Web-Honeypot,7407,35891,1,63
192.168.59.30,17,184,5,8,4,5,2,22,HTTP,0,Web-Honeypot,7443,12886,0,36
192.168.205.64,21,223,4,9,5,4,3,443,SSH,0,Cowrie-SSH,1184,5125,0,29
192.168.73.211,18,189,2,14,8,3,2,22,SSH,0,Fake-Admin-Panel,2179,5827,0,43
192.168.147.21,16,314,3,9,4,3,4,22,HTTP,0,Web-Honeypot,19375,40225,0,31
192.168.151.61,19,67,3,8,5,1,2,22,HTTP,0,Cowrie-SSH,16109,8924,0,38
192.168.135.89,19,48,1,10,2,6,3,8080,SSH,0,Cowrie-SSH,717,27880,1,52
192.168.41.100,18,221,3,12,5,7,1,22,HTTP,0,Web-Honeypot,507,2193,0,42
192.168.172.67,29,270,2,9,3,4,2,80,SSH,0,Cowrie-SSH,674,3879,0,34
192.168.134.210,14,50,1,9,7,3,6,22,SSH,0,Web-Honeypot,21468,5166,0,32
192.168.187.110,20,123,2,18,4,4,0,22,HTTP,0,Cowrie-SSH,5896,33037,0,23
192.168.201.93,20,26,6,3,3,5,2,443,SSH,0,Cowrie-SSH,5066,5124,0,33
192.168.207.201,11,128,4,7,4,2,1,22,SSH,0,Web-Honeypot,404,2086,0,24
192.168.119.66,21,203,6,7,4,5,2,22,HTTP,0,Cowrie-SSH,7915,11290,0,40
192.168.182.77,17,307,9,10,5,6,3,22,HTTPS,0,Web-Honeypot,1085,25350,1,70
192.168.198.160,17,357,3,11,3,4,4,80,HTTPS,0,Cowrie-SSH,2952,4115,1,51
192.168.246.215,22,256,5,14,4,2,1,22,SSH,1,Fake-Admin-Panel,3823,624,1,65
192.168.43.205,25,156,1,9,2,4,3,443,SSH,0,Cowrie-SSH,5336,1367,0,46
192.168.120.253,16,217,5,8,3,2,1,22,SSH,0,Cowrie-SSH,2102,46671,0,31
192.168.217.87,15,64,5,9,4,6,1,22,SSH,0,Cowrie-SSH,693,5324,0,31
192.168.0.46,16,132,2,4,5,5,0,80,SSH,0,Fake-Admin-Panel,6552,3519,0,28
192.168.161.46,16,441,8,7,5,3,1,443,SSH,1,Cowrie-SSH,484,6327,1,83
192.168.114.13,16,105,2,7,5,6,1,80,HTTP,0,Web-Honeypot,9667,6244,0,32
192.168.8.25,20,343,4,14,2,3,3,22,SSH,0,Cowrie-SSH,3488,4478,1,53
192.168.96.119,17,124,5,10,5,1,4,22,SSH,0,Web-Honeypot,6045,3235,0,44
192.168.116.99,16,446,4,9,6,3,3,443,SSH,0,Cowrie-SSH,3444,16331,0,31
192.168.200.21,21,77,4,6,4,4,1,22,SSH,0,Web-Honeypot,9575,3113,0,42
192.168.37.128,17,72,2,6,1,4,1,22,HTTP,0,Fake-Admin-Panel,2011,23033,0,24
192.168.191.116,13,91,4,9,12,3,0,8080,SSH,0,Fake-Admin-Panel,619,32685,0,34
192.168.233.125,22,149,1,7,4,4,1,22,SSH,0,Web-Honeypot,2437,5245,0,41
192.168.133.239,13,135,4,10,2,2,2,22,SSH,0,Cowrie-SSH,2437,4848,0,38
192.168.112.2,13,619,4,9,12,3,2,8080,SSH,0,Cowrie-SSH,2668,70346,0,40
192.168.54.129,17,70,4,6,5,5,1,22,HTTP,0,Web-Honeypot,2005,2145,0,33
192.168.126.234,21,50,2,3,4,4,2,22,HTTP,0,Web-Honeypot,2008,11173,0,37
192.168.145.206,16,73,3,8,8,4,0,22,SSH,0,Cowrie-SSH,9271,10097,0,46
192.168.193.224,20,210,4,10,4,1,2,22,HTTPS,0,Cowrie-SSH,2702,3024,0,28
192.168.73.98,13,391,3,7,4,1,3,80,HTTPS,0,Cowrie-SSH,6224,20861,0,41
192.168.148.220,20,192,7,7,4,3,4,22,SSH,0,Web-Honeypot,621,1609,1,63
192.168.32.147,17,93,1,8,4,1,2,22,HTTP,0,Web-Honeypot,7287,2401,0,35
192.168.132.51,18,43,1,5,8,3,0,22,HTTP,0,Fake-Admin-Panel,4271,212049,0,41
192.168.57.253,22,53,4,13,7,5,3,8080,SSH,0,Cowrie-SSH,13277,16017,1,55
192.168.116.106,11,174,2,7,8,2,3,22,SSH,0,Cowrie-SSH,13208,2811,0,22
192.168.228.254,18,422,3,13,9,5,2,22,HTTPS,0,Web-Honeypot,1498,24041,0,31
192.168.121.84,20,34,2,9,6,5,2,22,SSH,0,Cowrie-SSH,6143,7308,0,30
192.168.168.129,21,195,4,8,2,4,5,80,SSH,0,Web-Honeypot,1196,1085,0,49
192.168.228.84,19,114,1,7,6,2,3,443,SSH,0,Cowrie-SSH,21419,3177,0,38
192.168.12.60,13,73,0,13,2,1,2,443,SSH,0,Fake-Admin-Panel,1935,48013,0,34
192.168.114.134,24,276,2,7,8,5,2,22,SSH,0,Cowrie-SSH,4788,2877,0,37
192.168.116.196,20,154,2,12,10,5,4,80,HTTP,0,Cowrie-SSH,2560,2033,0,34
192.168.103.239,18,324,2,5,3,0,2,22,SSH,0,Cowrie-SSH,2333,2694,0,34
192.168.165.81,14,44,7,6,7,5,1,22,SSH,1,Cowrie-SSH,549,72855,1,76
192.168.52.224,16,249,1,14,6,4,1,80,HTTP,0,Cowrie-SSH,16620,17099,0,45
192.168.249.162,24,455,2,4,6,5,1,443,SSH,0,Web-Honeypot,12655,27592,0,24
192.168.176.245,12,377,4,16,4,2,1,22,SSH,0,Cowrie-SSH,1417,8426,0,49
192.168.41.175,21,45,2,6,7,4,1,22,SSH,0,Cowrie-SSH,4487,20069,0,30
192.168.211.75,18,99,1,12,4,4,1,80,SSH,0,Cowrie-SSH,1962,18883,0,23
192.168.186.80,10,86,3,8,4,3,1,443,SSH,1,Cowrie-SSH,861,4562,1,93
192.168.214.128,18,123,4,9,5,2,1,22,HTTP,0,Cowrie-SSH,4450,8778,0,46
192.168.41.20,19,397,3,8,9,3,3,22,SSH,0,Web-Honeypot,3043,4012,0,19
192.168.67.127,25,81,2,7,6,5,0,22,SSH,0,Web-Honeypot,6166,1160,0,31
192.168.111.221,21,118,6,8,4,4,1,22,SSH,0,Cowrie-SSH,1048,5144,0,41
192.168.125.159,19,330,2,3,8,5,2,80,HTTP,0,Cowrie-SSH,906,4470,0,19
192.168.212.118,18,333,4,9,3,3,1,443,SSH,0,Cowrie-SSH,3717,9201,0,39
192.168.155.252,13,260,1,8,6,3,3,80,HTTPS,0,Fake-Admin-Panel,4266,32751,0,28
192.168.203.80,14,440,2,10,5,6,2,22,SSH,0,Web-Honeypot,3225,2707,0,38
